area_code,都道府県,cat01_code,銘柄,cat02_code,平均価格,time_code,時間軸(年),全国_value,都道府県_value,差分(都道府県-全国)
01000,北海道,01023,1023 カレーパン,00010,算術平均,2014000000,2014年,97.0,113.0,16.0
01000,北海道,01023,1023 カレーパン,00010,算術平均,2015000000,2015年,99.0,116.0,17.0
01000,北海道,01023,1023 カレーパン,00010,算術平均,2016000000,2016年,99.0,116.0,17.0
01000,北海道,01023,1023 カレーパン,00010,算術平均,2017000000,2017年,100.0,116.0,16.0
01000,北海道,01023,1023 カレーパン,00010,算術平均,2018000000,2018年,100.0,108.0,8.0
01000,北海道,01023,1023 カレーパン,00010,算術平均,2019000000,2019年,99.0,106.0,7.0
01000,北海道,01023,1023 カレーパン,00020,調和平均,2013000000,2013年,91.0,113.0,22.0
01000,北海道,01023,1023 カレーパン,00020,調和平均,2014000000,2014年,95.0,111.0,16.0
01000,北海道,01023,1023 カレーパン,00020,調和平均,2015000000,2015年,97.0,114.0,17.0
01000,北海道,01023,1023 カレーパン,00020,調和平均,2016000000,2016年,98.0,113.0,15.0
01000,北海道,01023,1023 カレーパン,00020,調和平均,2017000000,2017年,99.0,114.0,15.0
01000,北海道,01023,1023 カレーパン,00020,調和平均,2018000000,2018年,99.0,106.0,7.0
01000,北海道,01023,1023 カレーパン,00020,調和平均,2019000000,2019年,98.0,103.0,5.0
01000,北海道,01041,1041 そうめん,00010,算術平均,2013000000,2013年,55.0,43.0,-12.0
01000,北海道,01041,1041 そうめん,00010,算術平均,2014000000,2014年,543.0,428.0,-115.0
01000,北海道,01041,1041 そうめん,00010,算術平均,2015000000,2015年,543.0,410.0,-133.0
01000,北海道,01041,1041 そうめん,00010,算術平均,2016000000,2016年,546.0,419.0,-127.0
01000,北海道,01041,1041 そうめん,00010,算術平均,2017000000,2017年,543.0,414.0,-129.0
01000,北海道,01041,1041 そうめん,00010,算術平均,2018000000,2018年,541.0,409.0,-132.0
01000,北海道,01041,1041 そうめん,00010,算術平均,2019000000,2019年,538.0,411.0,-127.0
01000,北海道,01041,1041 そうめん,00020,調和平均,2013000000,2013年,52.0,41.0,-11.0
01000,北海道,01041,1041 そうめん,00020,調和平均,2014000000,2014年,514.0,418.0,-96.0
01000,北海道,01041,1041 そうめん,00020,調和平均,2015000000,2015年,510.0,401.0,-109.0
01000,北海道,01041,1041 そうめん,00020,調和平均,2016000000,2016年,517.0,411.0,-106.0
01000,北海道,01041,1041 そうめん,00020,調和平均,2017000000,2017年,513.0,408.0,-105.0
01000,北海道,01041,1041 そうめん,00020,調和平均,2018000000,2018年,513.0,401.0,-112.0
01000,北海道,01041,1041 そうめん,00020,調和平均,2019000000,2019年,513.0,402.0,-111.0
01000,北海道,01051,1051 カップ麺,00010,算術平均,2013000000,2013年,137.0,139.0,2.0
01000,北海道,01051,1051 カップ麺,00010,算術平均,2014000000,2014年,140.0,141.0,1.0
01000,北海道,01051,1051 カップ麺,00010,算術平均,2015000000,2015年,149.0,150.0,1.0
01000,北海道,01051,1051 カップ麺,00010,算術平均,2016000000,2016年,149.0,152.0,3.0
01000,北海道,01051,1051 カップ麺,00010,算術平均,2017000000,2017年,148.0,153.0,5.0
01000,北海道,01051,1051 カップ麺,00010,算術平均,2018000000,2018年,147.0,150.0,3.0
01000,北海道,01051,1051 カップ麺,00010,算術平均,2019000000,2019年,153.0,157.0,4.0
01000,北海道,01051,1051 カップ麺,00020,調和平均,2013000000,2013年,137.0,138.0,1.0
01000,北海道,01051,1051 カップ麺,00020,調和平均,2014000000,2014年,139.0,141.0,2.0
01000,北海道,01051,1051 カップ麺,00020,調和平均,2015000000,2015年,148.0,150.0,2.0
01000,北海道,01051,1051 カップ麺,00020,調和平均,2016000000,2016年,149.0,152.0,3.0
01000,北海道,01051,1051 カップ麺,00020,調和平均,2017000000,2017年,148.0,153.0,5.0
01000,北海道,01051,1051 カップ麺,00020,調和平均,2018000000,2018年,147.0,150.0,3.0
01000,北海道,01051,1051 カップ麺,00020,調和平均,2019000000,2019年,152.0,157.0,5.0
01000,北海道,01142,1142 たらこ,00010,算術平均,2013000000,2013年,418.0,402.0,-16.0
01000,北海道,01142,1142 たらこ,00010,算術平均,2014000000,2014年,437.0,414.0,-23.0
01000,北海道,01142,1142 たらこ,00010,算術平均,2015000000,2015年,441.0,411.0,-30.0
01000,北海道,01142,1142 たらこ,00010,算術平均,2016000000,2016年,439.0,412.0,-27.0
01000,北海道,01142,1142 たらこ,00010,算術平均,2017000000,2017年,445.0,422.0,-23.0
01000,北海道,01142,1142 たらこ,00010,算術平均,2018000000,2018年,450.0,419.0,-31.0
01000,北海道,01142,1142 たらこ,00010,算術平均,2019000000,2019年,444.0,428.0,-16.0
01000,北海道,01142,1142 たらこ,00020,調和平均,2013000000,2013年,403.0,400.0,-3.0
01000,北海道,01142,1142 たらこ,00020,調和平均,2014000000,2014年,419.0,409.0,-10.0
01000,北海道,01142,1142 たらこ,00020,調和平均,2015000000,2015年,423.0,410.0,-13.0
01000,北海道,01142,1142 たらこ,00020,調和平均,2016000000,2016年,425.0,412.0,-13.0
01000,北海道,01142,1142 たらこ,00020,調和平均,2017000000,2017年,434.0,420.0,-14.0
01000,北海道,01142,1142 たらこ,00020,調和平均,2018000000,2018年,438.0,411.0,-27.0
01000,北海道,01142,1142 たらこ,00020,調和平均,2019000000,2019年,434.0,426.0,-8.0
01000,北海道,01143,1143 しらす干し,00010,算術平均,2017000000,2017年,416.0,398.0,-18.0
01000,北海道,01143,1143 しらす干し,00010,算術平均,2018000000,2018年,492.0,480.0,-12.0
01000,北海道,01143,1143 しらす干し,00010,算術平均,2019000000,2019年,522.0,533.0,11.0
01000,北海道,01143,1143 しらす干し,00020,調和平均,2017000000,2017年,406.0,394.0,-12.0
01000,北海道,01143,1143 しらす干し,00020,調和平均,2018000000,2018年,487.0,474.0,-13.0
01000,北海道,01143,1143 しらす干し,00020,調和平均,2019000000,2019年,513.0,529.0,16.0
01000,北海道,01151,1151 揚げかまぼこ,00010,算術平均,2013000000,2013年,99.0,89.0,-10.0
01000,北海道,01151,1151 揚げかまぼこ,00010,算術平均,2014000000,2014年,101.0,88.0,-13.0
01000,北海道,01151,1151 揚げかまぼこ,00010,算術平均,2015000000,2015年,105.0,91.0,-14.0
01000,北海道,01151,1151 揚げかまぼこ,00010,算術平均,2016000000,2016年,106.0,90.0,-16.0
01000,北海道,01151,1151 揚げかまぼこ,00010,算術平均,2017000000,2017年,105.0,91.0,-14.0
01000,北海道,01151,1151 揚げかまぼこ,00010,算術平均,2018000000,2018年,106.0,92.0,-14.0
01000,北海道,01151,1151 揚げかまぼこ,00010,算術平均,2019000000,2019年,108.0,99.0,-9.0
01000,北海道,01151,1151 揚げかまぼこ,00020,調和平均,2013000000,2013年,97.0,86.0,-11.0
01000,北海道,01151,1151 揚げかまぼこ,00020,調和平均,2014000000,2014年,99.0,85.0,-14.0
01000,北海道,01151,1151 揚げかまぼこ,00020,調和平均,2015000000,2015年,102.0,89.0,-13.0
01000,北海道,01151,1151 揚げかまぼこ,00020,調和平均,2016000000,2016年,104.0,90.0,-14.0
01000,北海道,01151,1151 揚げかまぼこ,00020,調和平均,2017000000,2017年,103.0,91.0,-12.0
01000,北海道,01151,1151 揚げかまぼこ,00020,調和平均,2018000000,2018年,104.0,92.0,-12.0
01000,北海道,01151,1151 揚げかまぼこ,00020,調和平均,2019000000,2019年,106.0,95.0,-11.0
01000,北海道,01152,1152 ちくわ,00010,算術平均,2013000000,2013年,93.0,79.0,-14.0
01000,北海道,01152,1152 ちくわ,00010,算術平均,2014000000,2014年,94.0,80.0,-14.0
01000,北海道,01152,1152 ちくわ,00010,算術平均,2015000000,2015年,99.0,90.0,-9.0
01000,北海道,01152,1152 ちくわ,00010,算術平均,2016000000,2016年,100.0,94.0,-6.0
01000,北海道,01152,1152 ちくわ,00010,算術平均,2017000000,2017年,97.0,92.0,-5.0
01000,北海道,01152,1152 ちくわ,00010,算術平均,2018000000,2018年,96.0,93.0,-3.0
01000,北海道,01152,1152 ちくわ,00010,算術平均,2019000000,2019年,97.0,94.0,-3.0
01000,北海道,01152,1152 ちくわ,00020,調和平均,2013000000,2013年,88.0,79.0,-9.0
01000,北海道,01152,1152 ちくわ,00020,調和平均,2014000000,2014年,89.0,80.0,-9.0
01000,北海道,01152,1152 ちくわ,00020,調和平均,2015000000,2015年,94.0,88.0,-6.0
01000,北海道,01152,1152 ちくわ,00020,調和平均,2016000000,2016年,96.0,93.0,-3.0
01000,北海道,01152,1152 ちくわ,00020,調和平均,2017000000,2017年,93.0,90.0,-3.0
01000,北海道,01152,1152 ちくわ,00020,調和平均,2018000000,2018年,92.0,91.0,-1.0
01000,北海道,01152,1152 ちくわ,00020,調和平均,2019000000,2019年,93.0,92.0,-1.0
01000,北海道,01153,1153 かまぼこ,00010,算術平均,2013000000,2013年,140.0,152.0,12.0
01000,北海道,01153,1153 かまぼこ,00010,算術平均,2014000000,2014年,141.0,151.0,10.0
01000,北海道,01153,1153 かまぼこ,00010,算術平均,2015000000,2015年,148.0,164.0,16.0
01000,北海道,01153,1153 かまぼこ,00010,算術平均,2016000000,2016年,149.0,168.0,19.0
01000,北海道,01153,1153 かまぼこ,00020,調和平均,2013000000,2013年,137.0,152.0,15.0
01000,北海道,01153,1153 かまぼこ,00020,調和平均,2014000000,2014年,137.0,150.0,13.0
01000,北海道,01153,1153 かまぼこ,00020,調和平均,2015000000,2015年,143.0,164.0,21.0
01000,北海道,01153,1153 かまぼこ,00020,調和平均,2016000000,2016年,144.0,168.0,24.0
01000,北海道,01201,1201 牛肉(ロース),00010,算術平均,2013000000,2013年,660.0,642.0,-18.0
01000,北海道,01201,1201 牛肉(ロース),00010,算術平均,2014000000,2014年,721.0,691.0,-30.0
01000,北海道,01201,1201 牛肉(ロース),00010,算術平均,2015000000,2015年,782.0,760.0,-22.0
01000,北海道,01201,1201 牛肉(ロース),00010,算術平均,2016000000,2016年,812.0,802.0,-10.0
01000,北海道,01201,1201 牛肉(ロース),00010,算術平均,2017000000,2017年,827.0,759.0,-68.0
01000,北海道,01201,1201 牛肉(ロース),00010,算術平均,2018000000,2018年,838.0,773.0,-65.0
01000,北海道,01201,1201 牛肉(ロース),00010,算術平均,2019000000,2019年,850.0,818.0,-32.0
01000,北海道,01201,1201 牛肉(ロース),00020,調和平均,2013000000,2013年,652.0,641.0,-11.0
01000,北海道,01201,1201 牛肉(ロース),00020,調和平均,2014000000,2014年,716.0,691.0,-25.0
01000,北海道,01201,1201 牛肉(ロース),00020,調和平均,2015000000,2015年,758.0,759.0,1.0
01000,北海道,01201,1201 牛肉(ロース),00020,調和平均,2016000000,2016年,784.0,793.0,9.0
01000,北海道,01201,1201 牛肉(ロース),00020,調和平均,2017000000,2017年,795.0,730.0,-65.0
01000,北海道,01201,1201 牛肉(ロース),00020,調和平均,2018000000,2018年,802.0,744.0,-58.0
01000,北海道,01201,1201 牛肉(ロース),00020,調和平均,2019000000,2019年,816.0,798.0,-18.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00010,算術平均,2013000000,2013年,230.0,211.0,-19.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00010,算術平均,2014000000,2014年,252.0,228.0,-24.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00010,算術平均,2015000000,2015年,222.0,199.0,-23.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00010,算術平均,2016000000,2016年,223.0,194.0,-29.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00010,算術平均,2017000000,2017年,227.0,198.0,-29.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00010,算術平均,2018000000,2018年,231.0,201.0,-30.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00010,算術平均,2019000000,2019年,234.0,198.0,-36.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00020,調和平均,2013000000,2013年,229.0,211.0,-18.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00020,調和平均,2014000000,2014年,249.0,227.0,-22.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00020,調和平均,2015000000,2015年,220.0,199.0,-21.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00020,調和平均,2016000000,2016年,220.0,194.0,-26.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00020,調和平均,2017000000,2017年,224.0,197.0,-27.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00020,調和平均,2018000000,2018年,229.0,201.0,-28.0
01000,北海道,01211,"1211 豚肉(国産品,バラ)",00020,調和平均,2019000000,2019年,231.0,198.0,-33.0
01000,北海道,01212,1212 豚肉(もも),00010,算術平均,2013000000,2013年,162.0,147.0,-15.0
01000,北海道,01212,1212 豚肉(もも),00010,算術平均,2014000000,2014年,177.0,166.0,-11.0
01000,北海道,01212,1212 豚肉(もも),00010,算術平均,2015000000,2015年,186.0,170.0,-16.0
01000,北海道,01212,1212 豚肉(もも),00010,算術平均,2016000000,2016年,187.0,165.0,-22.0
01000,北海道,01212,1212 豚肉(もも),00010,算術平均,2017000000,2017年,188.0,173.0,-15.0
01000,北海道,01212,1212 豚肉(もも),00010,算術平均,2018000000,2018年,189.0,173.0,-16.0
01000,北海道,01212,1212 豚肉(もも),00010,算術平均,2019000000,2019年,190.0,172.0,-18.0
01000,北海道,01212,1212 豚肉(もも),00020,調和平均,2013000000,2013年,160.0,146.0,-14.0
01000,北海道,01212,1212 豚肉(もも),00020,調和平均,2014000000,2014年,175.0,165.0,-10.0
01000,北海道,01212,1212 豚肉(もも),00020,調和平均,2015000000,2015年,184.0,168.0,-16.0
01000,北海道,01212,1212 豚肉(もも),00020,調和平均,2016000000,2016年,184.0,164.0,-20.0
01000,北海道,01212,1212 豚肉(もも),00020,調和平均,2017000000,2017年,185.0,172.0,-13.0
01000,北海道,01212,1212 豚肉(もも),00020,調和平均,2018000000,2018年,186.0,172.0,-14.0
01000,北海道,01212,1212 豚肉(もも),00020,調和平均,2019000000,2019年,187.0,171.0,-16.0
01000,北海道,01221,1221 鶏肉,00010,算術平均,2013000000,2013年,120.0,118.0,-2.0
01000,北海道,01221,1221 鶏肉,00010,算術平均,2014000000,2014年,129.0,126.0,-3.0
01000,北海道,01221,1221 鶏肉,00010,算術平均,2015000000,2015年,133.0,132.0,-1.0
01000,北海道,01221,1221 鶏肉,00010,算術平均,2016000000,2016年,133.0,131.0,-2.0
01000,北海道,01221,1221 鶏肉,00010,算術平均,2017000000,2017年,134.0,134.0,0.0
01000,北海道,01221,1221 鶏肉,00010,算術平均,2018000000,2018年,133.0,136.0,3.0
01000,北海道,01221,1221 鶏肉,00010,算術平均,2019000000,2019年,132.0,135.0,3.0
01000,北海道,01221,1221 鶏肉,00020,調和平均,2013000000,2013年,118.0,117.0,-1.0
01000,北海道,01221,1221 鶏肉,00020,調和平均,2014000000,2014年,128.0,125.0,-3.0
01000,北海道,01221,1221 鶏肉,00020,調和平均,2015000000,2015年,132.0,130.0,-2.0
01000,北海道,01221,1221 鶏肉,00020,調和平均,2016000000,2016年,131.0,129.0,-2.0
01000,北海道,01221,1221 鶏肉,00020,調和平均,2017000000,2017年,132.0,133.0,1.0
01000,北海道,01221,1221 鶏肉,00020,調和平均,2018000000,2018年,132.0,134.0,2.0
01000,北海道,01221,1221 鶏肉,00020,調和平均,2019000000,2019年,131.0,134.0,3.0
01000,北海道,01252,1252 ハム,00010,算術平均,2013000000,2013年,206.0,217.0,11.0
01000,北海道,01252,1252 ハム,00010,算術平均,2014000000,2014年,215.0,227.0,12.0
01000,北海道,01252,1252 ハム,00010,算術平均,2015000000,2015年,217.0,230.0,13.0
01000,北海道,01252,1252 ハム,00010,算術平均,2016000000,2016年,214.0,224.0,10.0
01000,北海道,01252,1252 ハム,00010,算術平均,2017000000,2017年,207.0,217.0,10.0
01000,北海道,01252,1252 ハム,00010,算術平均,2018000000,2018年,202.0,216.0,14.0
01000,北海道,01252,1252 ハム,00010,算術平均,2019000000,2019年,200.0,216.0,16.0
01000,北海道,01252,1252 ハム,00020,調和平均,2013000000,2013年,203.0,216.0,13.0
01000,北海道,01252,1252 ハム,00020,調和平均,2014000000,2014年,211.0,226.0,15.0
01000,北海道,01252,1252 ハム,00020,調和平均,2015000000,2015年,212.0,228.0,16.0
01000,北海道,01252,1252 ハム,00020,調和平均,2016000000,2016年,210.0,221.0,11.0
01000,北海道,01252,1252 ハム,00020,調和平均,2017000000,2017年,203.0,214.0,11.0
01000,北海道,01252,1252 ハム,00020,調和平均,2018000000,2018年,198.0,213.0,15.0
01000,北海道,01252,1252 ハム,00020,調和平均,2019000000,2019年,196.0,213.0,17.0
01000,北海道,01261,1261 ソーセージ,00010,算術平均,2013000000,2013年,183.0,187.0,4.0
01000,北海道,01261,1261 ソーセージ,00010,算術平均,2014000000,2014年,196.0,201.0,5.0
01000,北海道,01261,1261 ソーセージ,00010,算術平均,2015000000,2015年,197.0,197.0,0.0
01000,北海道,01261,1261 ソーセージ,00010,算術平均,2016000000,2016年,195.0,197.0,2.0
01000,北海道,01261,1261 ソーセージ,00010,算術平均,2017000000,2017年,191.0,193.0,2.0
01000,北海道,01261,1261 ソーセージ,00010,算術平均,2018000000,2018年,187.0,189.0,2.0
01000,北海道,01261,1261 ソーセージ,00010,算術平均,2019000000,2019年,183.0,191.0,8.0
01000,北海道,01261,1261 ソーセージ,00020,調和平均,2013000000,2013年,181.0,186.0,5.0
01000,北海道,01261,1261 ソーセージ,00020,調和平均,2014000000,2014年,194.0,200.0,6.0
01000,北海道,01261,1261 ソーセージ,00020,調和平均,2015000000,2015年,195.0,195.0,0.0
01000,北海道,01261,1261 ソーセージ,00020,調和平均,2016000000,2016年,193.0,195.0,2.0
01000,北海道,01261,1261 ソーセージ,00020,調和平均,2017000000,2017年,189.0,191.0,2.0
01000,北海道,01261,1261 ソーセージ,00020,調和平均,2018000000,2018年,185.0,187.0,2.0
01000,北海道,01261,1261 ソーセージ,00020,調和平均,2019000000,2019年,182.0,190.0,8.0
01000,北海道,01303,1303 牛乳,00010,算術平均,2013000000,2013年,192.0,187.0,-5.0
01000,北海道,01303,1303 牛乳,00010,算術平均,2014000000,2014年,201.0,197.0,-4.0
01000,北海道,01303,1303 牛乳,00010,算術平均,2015000000,2015年,207.0,206.0,-1.0
01000,北海道,01303,1303 牛乳,00010,算術平均,2016000000,2016年,209.0,206.0,-3.0
01000,北海道,01303,1303 牛乳,00010,算術平均,2017000000,2017年,207.0,204.0,-3.0
01000,北海道,01303,1303 牛乳,00010,算術平均,2018000000,2018年,205.0,204.0,-1.0
01000,北海道,01303,1303 牛乳,00010,算術平均,2019000000,2019年,210.0,216.0,6.0
01000,北海道,01303,1303 牛乳,00020,調和平均,2013000000,2013年,190.0,187.0,-3.0
01000,北海道,01303,1303 牛乳,00020,調和平均,2014000000,2014年,199.0,197.0,-2.0
01000,北海道,01303,1303 牛乳,00020,調和平均,2015000000,2015年,205.0,205.0,0.0
01000,北海道,01303,1303 牛乳,00020,調和平均,2016000000,2016年,207.0,206.0,-1.0
01000,北海道,01303,1303 牛乳,00020,調和平均,2017000000,2017年,205.0,203.0,-2.0
01000,北海道,01303,1303 牛乳,00020,調和平均,2018000000,2018年,203.0,203.0,0.0
01000,北海道,01303,1303 牛乳,00020,調和平均,2019000000,2019年,209.0,216.0,7.0
01000,北海道,01333,1333 ヨーグルト,00010,算術平均,2013000000,2013年,34.0,36.0,2.0
01000,北海道,01333,1333 ヨーグルト,00010,算術平均,2014000000,2014年,353.0,371.0,18.0
01000,北海道,01333,1333 ヨーグルト,00010,算術平均,2015000000,2015年,365.0,378.0,13.0
01000,北海道,01333,1333 ヨーグルト,00010,算術平均,2016000000,2016年,369.0,382.0,13.0
01000,北海道,01333,1333 ヨーグルト,00020,調和平均,2013000000,2013年,34.0,36.0,2.0
01000,北海道,01333,1333 ヨーグルト,00020,調和平均,2014000000,2014年,352.0,371.0,19.0
01000,北海道,01333,1333 ヨーグルト,00020,調和平均,2015000000,2015年,364.0,378.0,14.0
01000,北海道,01333,1333 ヨーグルト,00020,調和平均,2016000000,2016年,368.0,382.0,14.0
01000,北海道,01341,1341 鶏卵,00010,算術平均,2013000000,2013年,207.0,187.0,-20.0
01000,北海道,01341,1341 鶏卵,00010,算術平均,2014000000,2014年,228.0,199.0,-29.0
01000,北海道,01341,1341 鶏卵,00010,算術平均,2015000000,2015年,234.0,198.0,-36.0
01000,北海道,01341,1341 鶏卵,00010,算術平均,2016000000,2016年,230.0,196.0,-34.0
01000,北海道,01341,1341 鶏卵,00010,算術平均,2017000000,2017年,230.0,192.0,-38.0
01000,北海道,01341,1341 鶏卵,00010,算術平均,2018000000,2018年,221.0,191.0,-30.0
01000,北海道,01341,1341 鶏卵,00010,算術平均,2019000000,2019年,218.0,194.0,-24.0
01000,北海道,01341,1341 鶏卵,00020,調和平均,2013000000,2013年,206.0,186.0,-20.0
01000,北海道,01341,1341 鶏卵,00020,調和平均,2014000000,2014年,226.0,199.0,-27.0
01000,北海道,01341,1341 鶏卵,00020,調和平均,2015000000,2015年,232.0,197.0,-35.0
01000,北海道,01341,1341 鶏卵,00020,調和平均,2016000000,2016年,228.0,194.0,-34.0
